image,glcm
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.28616013 0.3034319  0.11779359 0.31700546 0.91174987 0.90640771
  0.96367781 0.90222045 0.37075071 0.36867047 0.42623051 0.36290923
  0.8637394  0.85764876 0.94111073 0.85168828]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.31636107 0.40293355 0.18274854 0.33828232 0.86375202 0.82646559
  0.92128413 0.85430899 0.38504704 0.36517609 0.43227033 0.37920656
  0.84943768 0.81778711 0.90867091 0.84062727]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.23412559 0.2366489  0.12165876 0.28748448 0.81388907 0.81189269
  0.90334506 0.77148668 0.48081709 0.48102469 0.53233916 0.4616327
  0.88551052 0.88478832 0.93918191 0.86300398]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.33514914 0.38801113 0.17623547 0.38298983 0.83866755 0.81322127
  0.91521703 0.81563875 0.39721162 0.38506582 0.45334765 0.3856093
  0.84201413 0.82341084 0.91195379 0.82434813]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.33478807 0.34632206 0.1349296  0.39979877 0.85063294 0.84547079
  0.93984923 0.82161093 0.37715847 0.37667445 0.44742982 0.36325479
  0.84581538 0.84282539 0.93358934 0.8239312 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.26325903 0.2825575  0.13088874 0.30696285 0.86453557 0.85459267
  0.93260876 0.84203288 0.42429967 0.41908558 0.47532326 0.41189328
  0.87313281 0.86548256 0.93457069 0.85613985]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.34425118 0.40857426 0.17271541 0.37107956 0.83318031 0.80196886
  0.91635896 0.82014324 0.39638262 0.38115964 0.45711125 0.38977667
  0.83822418 0.81450644 0.91365736 0.82841296]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.30151648 0.35189046 0.1597834  0.34557374 0.77039575 0.73202778
  0.87830255 0.73683648 0.4664409  0.45481034 0.52546083 0.45345863
  0.85466342 0.83720008 0.92094032 0.8371023 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.25570173 0.32022513 0.14141129 0.27472213 0.87190641 0.83956233
  0.92915862 0.86236067 0.41909846 0.40190192 0.46090039 0.41459748
  0.87742763 0.85281768 0.92968966 0.87073213]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.20965777 0.25077269 0.1314064  0.24833593 0.84708816 0.81710539
  0.90408838 0.81888286 0.47652506 0.46086637 0.51313406 0.46169359
  0.89647096 0.8782471  0.93455281 0.87944662]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.28118995 0.3228977  0.14513528 0.31515037 0.78228537 0.74991445
  0.88768795 0.75591789 0.46024883 0.44868734 0.51933952 0.44950634
  0.86420126 0.84847805 0.92759424 0.8504765 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.29832967 0.35324875 0.15898338 0.32474335 0.81803129 0.78453584
  0.90306786 0.80192347 0.41483091 0.40048361 0.47051076 0.40650863
  0.856027   0.83424578 0.92050831 0.84488767]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.2397394  0.27355248 0.13937204 0.27643572 0.81000845 0.78308241
  0.88963607 0.78079693 0.49641607 0.48477942 0.5388506  0.48309796
  0.88352119 0.86895502 0.93033281 0.86769828]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.28724019 0.33204421 0.1514852  0.31809335 0.77063494 0.73485395
  0.8791647  0.74599451 0.48368551 0.47081474 0.54025734 0.4737782
  0.86107818 0.8431615  0.92427622 0.84822022]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.31782104 0.35029949 0.18709058 0.40292411 0.85314148 0.83819525
  0.91356388 0.81388666 0.39772478 0.39030675 0.44513729 0.37895548
  0.84868885 0.83781823 0.90686884 0.81908975]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.33182104 0.42881039 0.18621841 0.35505982 0.76436625 0.69543827
  0.86788757 0.74782051 0.43548934 0.41416278 0.49100709 0.4295204
  0.84179812 0.80833876 0.90803152 0.83326856]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.30880063 0.39019007 0.15959516 0.32202676 0.76295099 0.7004812
  0.87760222 0.75280479 0.46302794 0.44415504 0.52047976 0.45947864
  0.85363987 0.82549828 0.92081608 0.84882297]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.32589325 0.40110676 0.1731264  0.35002908 0.77506856 0.72309031
  0.88055837 0.75835339 0.41927696 0.40105372 0.48095745 0.41255914
  0.84285557 0.81561792 0.91421988 0.83344464]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.27349451 0.32896603 0.1325923  0.28287192 0.76718218 0.71996648
  0.88733371 0.75920613 0.5039036  0.48844111 0.56077044 0.5008439
  0.86955981 0.84822085 0.93372267 0.86557814]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.22876295 0.27671241 0.11944068 0.24185257 0.77827734 0.73176691
  0.88431869 0.76556387 0.55008928 0.53522363 0.59694426 0.54548606
  0.88922794 0.86996714 0.9403286  0.88354478]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.3317708  0.40136459 0.17330836 0.34882485 0.79777026 0.75524318
  0.89434853 0.7872855  0.40090731 0.38310743 0.46306362 0.39599872
  0.84035008 0.81294597 0.91335711 0.83325819]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.30543171 0.36923391 0.13962302 0.31115094 0.78500458 0.74009811
  0.90181333 0.78098329 0.44218208 0.42689861 0.51046116 0.44033946
  0.85378336 0.83096952 0.93027884 0.85169897]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.31606907 0.4040183  0.17895239 0.32967662 0.76901843 0.70474528
  0.86924309 0.75907566 0.4298846  0.4080471  0.48513532 0.42579068
  0.84805777 0.81594303 0.91094923 0.84244368]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.3278179  0.39265827 0.16554665 0.35916616 0.7334447  0.6805503
  0.86541805 0.70779754 0.45694771 0.44152149 0.51873146 0.4485939
  0.84573626 0.82275873 0.91759563 0.83393576]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.34754474 0.44965964 0.19595663 0.3800437  0.75324512 0.68066704
  0.86090934 0.73010853 0.43032616 0.40879032 0.48589842 0.42247147
  0.83590298 0.80152494 0.90403961 0.82436102]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.3242292  0.40498357 0.17082047 0.33194359 0.76760287 0.70971855
  0.87778091 0.76207148 0.42519284 0.40397896 0.48696473 0.42257941
  0.84439215 0.81308714 0.91460482 0.8407065 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.38611931 0.48632741 0.18674234 0.40793284 0.81915606 0.77220282
  0.91263336 0.80892342 0.38073216 0.36219877 0.4465905  0.37604728
  0.82213155 0.79008065 0.90863169 0.81453285]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.35086028 0.44491817 0.17629822 0.37262337 0.79584852 0.74112593
  0.89740745 0.78319211 0.39619562 0.37716244 0.46453213 0.39096361
  0.83249702 0.80172994 0.91377093 0.82452829]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.31818838 0.3706268  0.15305386 0.3434514  0.85621388 0.83251401
  0.930823   0.84479298 0.38435453 0.37131127 0.44871594 0.3773403
  0.84592433 0.82654153 0.92377802 0.83566948]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.3237551  0.36954833 0.16691765 0.3613671  0.84336446 0.82115813
  0.91926245 0.82511775 0.38444318 0.37281715 0.44243331 0.37437244
  0.84459152 0.82638274 0.91654117 0.82920939]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.36243328 0.42029273 0.17621979 0.40599286 0.862      0.83990063
  0.93288187 0.84534668 0.35060312 0.33895943 0.4117248  0.34194862
  0.83022575 0.81026207 0.91227411 0.81545379]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.37315856 0.43317769 0.15635745 0.39002342 0.77104333 0.73423416
  0.90417362 0.76070846 0.39747577 0.38508364 0.47447508 0.39383662
  0.82780565 0.80712855 0.92183633 0.82206889]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.33930298 0.44135578 0.1825854  0.3387005  0.78908181 0.72554535
  0.88646642 0.78938156 0.40399827 0.38087212 0.46346727 0.40434535
  0.83844144 0.8019906  0.90885413 0.83881841]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.35825432 0.44292474 0.1879502  0.3731799  0.75953047 0.70272259
  0.87387012 0.74953318 0.40645228 0.38628711 0.47054564 0.40214795
  0.82899215 0.79742552 0.90604372 0.82270685]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.31797802 0.35779528 0.14747572 0.3435866  0.78509739 0.75818043
  0.90034029 0.76778247 0.42557684 0.41338809 0.49630654 0.41768767
  0.84513281 0.8281806  0.92627344 0.83434923]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.37020722 0.43966105 0.19581859 0.4193306  0.79867933 0.76088136
  0.89360406 0.77193776 0.38611661 0.37138268 0.44806061 0.37501455
  0.82514066 0.80135893 0.90288884 0.80746058]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.60769859 1.72317125 0.5352038  1.97497524 0.69077504 0.66859287
  0.89708643 0.62016679 0.22241212 0.2201409  0.28417025 0.21289375
  0.62616941 0.61646189 0.78788548 0.59352526]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.99196546 1.12892515 0.34177585 1.10008961 0.54456697 0.48157012
  0.84313203 0.49480224 0.36599847 0.35803095 0.44264663 0.36098565
  0.73332148 0.71593792 0.85915363 0.72162977]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.54169859 1.84252857 0.44171184 1.56719647 0.50675434 0.41064827
  0.85872923 0.49871404 0.27322241 0.26314454 0.35296352 0.27345551
  0.6430313  0.60960872 0.81932045 0.64273915]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.51418524 1.70231571 0.44110948 1.67517175 0.63436102 0.5890472
  0.89348702 0.59559781 0.26473073 0.25873928 0.34050457 0.2599698
  0.65615435 0.63901519 0.82342867 0.64236828]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.05498901 1.17414517 0.43302776 1.34837837 0.75262808 0.72467163
  0.89843169 0.68381557 0.27388578 0.26951798 0.33006975 0.26014274
  0.69910075 0.68569474 0.82135976 0.66447035]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.44975824 1.78509959 0.51620423 1.57916333 0.59629235 0.50284213
  0.85616891 0.56019611 0.28883229 0.2765759  0.34953068 0.28626314
  0.67423046 0.63899431 0.80682219 0.66496433]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.5932967  1.8088478  0.4906759  1.80178591 0.58518484 0.52909146
  0.87219316 0.53092916 0.28834771 0.28112956 0.3599568  0.28250702
  0.66044022 0.64121177 0.81431138 0.6449203 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.91918681 1.07077615 0.35013365 1.05963307 0.61356143 0.54993909
  0.85274811 0.55462267 0.35565167 0.3452259  0.42413022 0.34934687
  0.73449614 0.71219397 0.85250972 0.7194581 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.1399529  1.22564103 0.36086013 1.35610998 0.64888258 0.62248178
  0.88878348 0.58229464 0.37711059 0.37349478 0.44738634 0.36565736
  0.73637998 0.72920113 0.86098066 0.7146112 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.08117111 1.26097879 0.38693748 1.20128598 0.60842061 0.54341357
  0.85995402 0.56502666 0.33328013 0.32142075 0.4003801  0.3291172
  0.71927956 0.69362743 0.84174986 0.70885276]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.41830769 1.58496754 0.42618214 1.59275889 0.58415744 0.53531542
  0.87500035 0.5330301  0.30165044 0.29505111 0.37974999 0.29539832
  0.67611378 0.65898013 0.83124701 0.65980033]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.98676923 1.14465877 0.36806967 1.14835008 0.63001322 0.57082755
  0.86195509 0.56944769 0.39487893 0.3844406  0.45663883 0.38584199
  0.74323366 0.72326582 0.85355545 0.72537839]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.76121821 0.89369743 0.29367455 0.8525303  0.65929317 0.60007223
  0.8686022  0.61849298 0.37113342 0.35803176 0.43850219 0.3664558
  0.7634811  0.74023771 0.87123365 0.75287813]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.31640502 1.46647801 0.43909219 1.53781698 0.6686254  0.63069029
  0.88938436 0.61272369 0.28409447 0.27917304 0.35244141 0.27641483
  0.68715337 0.67372511 0.82880015 0.66606649]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.70999686 1.85943184 0.52532126 2.02323885 0.65469135 0.62453416
  0.89396944 0.59145691 0.22583485 0.22266943 0.29286055 0.21828156
  0.6154873  0.60271121 0.78972666 0.58877362]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[2.39835479 2.80440818 0.56116507 2.4989797  0.546037   0.46911068
  0.89367847 0.52692937 0.24417312 0.23597459 0.32611494 0.24311052
  0.58256931 0.5583629  0.79930475 0.57937006]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.90794976 2.14488201 0.42755315 2.01498216 0.51127345 0.45052638
  0.89050898 0.48380384 0.27137547 0.26540511 0.36354829 0.26975494
  0.62359182 0.60622668 0.83516118 0.61878345]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.47721193 1.56893207 0.4255986  1.74292946 0.60095585 0.57623725
  0.88503242 0.52924272 0.32716509 0.32637163 0.4074358  0.31828255
  0.67190747 0.66872256 0.83267731 0.64812778]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.88915228 1.03480325 0.38172326 1.11815938 0.62805211 0.56719137
  0.84026595 0.53232774 0.51345848 0.50518679 0.56151482 0.49824336
  0.78348332 0.77055092 0.86209363 0.75771618]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.41135636 1.52588156 0.40381623 1.6592935  0.60464421 0.57257235
  0.8868171  0.53520234 0.37234258 0.36877079 0.44628629 0.36213851
  0.69389041 0.68649781 0.84289627 0.67266769]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.94009419 2.13521043 0.43449916 2.09421623 0.50014858 0.44973545
  0.88805709 0.46030226 0.28600218 0.28153766 0.3854099  0.28261221
  0.62239178 0.60937181 0.83511823 0.61393788]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.63756672 1.81062428 0.48974726 1.91248723 0.59449377 0.55157162
  0.87865129 0.52635107 0.30665602 0.30171728 0.38251879 0.29845221
  0.66217767 0.6507759  0.82376352 0.64222172]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[2.33402512 2.4846767  0.52318789 2.63114025 0.53126172 0.50086161
  0.89481754 0.4714399  0.25739378 0.25460261 0.33956029 0.25063889
  0.59377144 0.58597476 0.80465514 0.57566632]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[2.10983046 2.40670031 0.63951635 2.45280699 0.58781742 0.52991711
  0.87503148 0.52090844 0.26567975 0.2595617  0.33166275 0.25704436
  0.60936347 0.59285656 0.78061346 0.58509618]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.64694819 1.8967033  0.50361105 1.87653319 0.59803693 0.53713595
  0.87704143 0.54205779 0.3204766  0.31204546 0.39064528 0.31346034
  0.66325516 0.64375868 0.81630269 0.64774759]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.44970173 1.84128975 0.50565344 1.53154742 0.61856752 0.51533782
  0.86697778 0.59686682 0.3386995  0.318936   0.39770418 0.34040058
  0.68703437 0.6460208  0.81626054 0.6888173 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[2.13523077 2.46340298 0.54025801 2.2979767  0.55431008 0.4858298
  0.88717292 0.52035885 0.27510426 0.26630867 0.35492733 0.27217532
  0.60538661 0.58204323 0.80150636 0.59754883]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.46584615 0.48134698 0.19988141 0.58570014 0.75863529 0.75055181
  0.89650492 0.69647336 0.43043074 0.43055314 0.48607326 0.41575834
  0.82804641 0.82602133 0.90752827 0.80294643]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.68272214 0.81714537 0.31216901 0.83468377 0.75174561 0.702806
  0.886347   0.69642802 0.34517372 0.33566011 0.40356253 0.3318622
  0.77494448 0.75488389 0.87235681 0.74864029]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.50233281 0.54369036 0.2078596  0.58376016 0.70433352 0.68000914
  0.87769739 0.65642592 0.39631274 0.39153504 0.46777804 0.38476055
  0.80505391 0.7965336  0.90049758 0.78574866]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.41857457 0.44715056 0.17736804 0.4947759  0.7559579  0.73922902
  0.89659726 0.7114554  0.4052687  0.40028393 0.47233497 0.39330971
  0.83125519 0.82368709 0.91634063 0.81233084]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.64984929 0.73857787 0.20902041 0.69556509 0.73740072 0.70150503
  0.91550767 0.71888877 0.35040058 0.34263393 0.43404176 0.34849013
  0.77601088 0.76080733 0.90261608 0.77036142]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.53063422 0.53280511 0.18662312 0.62431417 0.65318657 0.65163551
  0.87809254 0.591803   0.41674168 0.41645861 0.5019009  0.40544921
  0.80035864 0.79975484 0.91265716 0.78084446]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.42790581 0.46869783 0.21987551 0.57304784 0.84605356 0.83138576
  0.92090534 0.79384498 0.44361888 0.44094503 0.47571253 0.43032444
  0.84438906 0.8390109  0.90282218 0.81699425]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.71214443 0.85646685 0.29067214 0.79647849 0.817185   0.78023258
  0.92531446 0.79562532 0.29983629 0.28873992 0.35643578 0.29466502
  0.76372265 0.7391446  0.86895524 0.75071787]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.58968603 0.71683252 0.22296263 0.60310962 0.77609663 0.72771357
  0.91543517 0.77090938 0.34474239 0.3318601  0.41565881 0.3463815
  0.78432686 0.75916954 0.89501868 0.78548928]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.43535008 0.54065934 0.22649211 0.48669842 0.79478723 0.74497476
  0.8932431  0.77043047 0.39342492 0.37758258 0.44227309 0.38579616
  0.82183564 0.79545807 0.89229526 0.8097298 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.48307064 0.61046078 0.26141669 0.60239274 0.86474733 0.82906863
  0.92685617 0.83132771 0.37209765 0.36001332 0.39950428 0.36116287
  0.83519147 0.80855908 0.88741618 0.81236756]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.62248666 0.6885818  0.26323946 0.74819915 0.72406009 0.69453396
  0.88323165 0.66808712 0.35428201 0.34706566 0.41402157 0.3410273
  0.78411857 0.77025356 0.87817533 0.75984219]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.86324647 0.94804509 0.23532992 0.9088651  0.6923612  0.66206315
  0.91612918 0.67603259 0.29703474 0.29160834 0.39463995 0.29505908
  0.72051631 0.70726175 0.88765843 0.71453902]]"
