image,label,orb_0,orb_1,orb_2,orb_3,orb_4,orb_5,orb_6,orb_7,orb_8,orb_9,orb_10,orb_11,orb_12,orb_13,orb_14,orb_15,orb_16,orb_17,orb_18,orb_19,orb_20,orb_21,orb_22,orb_23,orb_24,orb_25,orb_26,orb_27,orb_28,orb_29,orb_30,orb_31
SOB_M_DC-14-15696-40-017,1,109.566,126.884,132.152,169.98,124.59,129.22,132.732,127.886,114.276,119.84,135.63,104.298,137.864,135.208,121.578,118.464,146.646,131.236,98.836,128.998,122.698,128.868,117.678,156.388,143.98,141.564,136.582,115.874,118.04,128.006,129.204,121.58
SOB_M_DC-14-15696-40-018,1,111.792,122.074,120.624,169.574,123.402,135.758,134.534,133.024,114.846,104.06,149.702,97.702,121.218,135.88,116.264,111.202,146.098,136.768,96.592,136.282,116.502,126.228,110.39,158.11,142.56,150.282,144.006,113.788,115.154,124.096,133.684,129.414
SOB_M_DC-14-15696-40-019,1,112.292,125.942,133.076,162.614,135.664,131.112,137.558,137.022,117.764,118.69,137.892,99.028,132.016,131.48,117.484,108.614,145.748,136.1,104.514,124.524,123.384,122.094,125.046,148.674,141.618,143.928,134.976,118.778,127.902,130.87,134.422,126.968
SOB_M_DC-14-15696-40-020,1,109.668,122.828,124.898,156.648,128.902,131.452,130.268,134.592,117.35,116.554,135.596,107.788,131.822,131.736,117.42,118.79,145.09,131.51,102.158,126.47,120.954,122.934,114.368,147.232,139.918,138.894,125.56,111.624,118.452,127.418,126.37,121.004
SOB_M_DC-14-15696-40-021,1,114.416,127.544,129.718,156.714,128.358,129.878,136.24,133.698,126.134,121.84,132.7,97.464,133.402,129.16,115.632,111.212,140.536,135.102,105.956,123.774,114.096,127.512,121.708,137.846,137.456,146.552,133.178,106.334,128.306,124.12,130.886,120.912
SOB_M_DC-14-15696-40-022,1,113.066,132.75,134.248,166.112,129.846,130.002,126.898,136.678,122.464,132.066,139.308,101.348,134.706,141.406,112.558,112.798,139.006,140.066,114.352,123.838,116.1,131.906,134.656,137.892,150.414,148.79,132.188,112.322,125.322,130.504,130.998,122.974
SOB_M_DC-14-15696-40-023,1,116.222,123.53,120.436,178.85,128.208,135.63,130.474,132.446,120.034,118.688,139.828,104.286,135.03,135.312,112.862,107.804,149.254,136.752,98.786,124.128,114.682,124.858,118.224,157.63,149.146,146.22,146.176,114.112,118.218,124.844,126.73,126.052
SOB_M_DC-14-15792-40-001,1,107.632,130.752,115.494,127.206,120.94,139.242,125.614,122.21,128.37,112.954,143.204,95.642,138.186,126.738,104.15,113.644,134.548,124.806,120.098,115.004,113.066,128.454,128.216,112.426,142.972,146.906,103.2,113.128,124.47,114.802,125.322,126.11
SOB_M_DC-14-15792-40-002,1,106.776,130.334,116.874,125.934,130.628,137.9,133.192,134.178,130.194,114.332,137.148,110.266,127.526,139.512,111.394,110.4,134.144,124.854,116.268,120.612,118.678,121.72,112.182,128.692,138.636,137.89,111.396,117.91,124.432,117.792,128.784,133.558
SOB_M_DC-14-15792-40-003,1,117.368,126.188,132.432,132.588,123.948,132.362,135.868,127.26,130.516,125.768,144.358,107.216,138.362,138.664,115.568,112.578,137.536,136.182,130.606,117.614,130.04,129.156,129.59,132.032,137.962,153.326,113.712,121.504,124.466,129.676,124.49,133.274
SOB_M_DC-14-15792-40-004,1,98.79,127.176,115.088,161.422,117.326,138.434,132.342,129.724,117.246,110.83,142.074,115.096,125.502,139.564,118.218,119.682,146.814,128.524,106.286,126.836,128.65,135.542,106.506,156.704,137.064,144.414,126.45,110.654,110.238,121.634,129.354,135.512
SOB_M_DC-14-15792-40-005,1,107.416,131.956,123.342,150.86,126.194,135.524,142.344,139.0,123.186,119.02,142.23,117.294,135.596,137.608,117.348,119.176,141.81,140.81,123.544,133.322,129.61,130.688,123.524,148.48,136.046,142.756,122.692,125.954,121.316,123.084,130.21,132.846
SOB_M_DC-14-15792-40-006,1,100.19,136.13,124.046,157.598,134.63,146.576,144.45,143.75,116.102,118.604,144.682,111.202,131.994,143.752,124.692,111.13,148.38,135.966,110.292,128.142,136.286,128.724,121.34,168.066,132.962,135.0,128.822,131.202,117.992,120.746,135.142,149.092
SOB_M_DC-14-15792-40-007,1,110.808,125.314,132.796,146.576,130.324,137.56,134.466,133.13,125.576,130.594,136.514,113.77,131.41,136.324,122.548,114.852,145.98,132.654,125.37,127.988,132.524,134.196,121.902,145.552,141.592,143.416,126.752,129.512,123.756,131.14,124.486,138.822
SOB_M_DC-14-15792-40-008,1,111.714,134.652,128.188,135.848,132.394,128.932,127.152,129.328,122.738,121.102,134.634,115.486,125.86,136.402,119.254,112.004,133.338,129.686,123.436,116.04,117.476,125.454,124.676,127.264,134.298,136.096,112.576,116.668,118.894,124.048,129.864,130.786
SOB_M_DC-14-15792-40-009,1,106.724,131.058,126.09,156.002,125.626,134.42,129.296,137.562,126.012,111.152,138.446,109.9,131.696,140.106,120.158,116.012,138.618,133.144,109.238,128.988,118.464,126.006,118.928,148.924,142.446,143.322,127.068,119.08,115.13,122.296,129.052,119.414
SOB_M_DC-14-15792-40-010,1,111.554,129.338,116.566,156.188,121.396,141.408,125.42,128.658,124.784,116.164,148.588,92.9,139.002,135.174,113.208,117.806,146.29,135.012,108.268,115.866,121.716,127.18,111.508,138.348,143.876,162.376,118.868,109.742,113.904,125.288,130.966,126.576
SOB_M_DC-14-15792-40-011,1,106.376,134.468,119.86,153.906,126.39,138.916,141.63,135.84,123.69,115.974,150.056,113.846,134.364,136.694,121.762,119.176,145.584,135.866,115.916,127.02,133.49,130.766,112.772,154.186,136.064,150.846,125.78,127.112,118.438,127.226,136.742,131.39
SOB_M_DC-14-15792-40-012,1,114.524,125.944,123.838,159.09,131.5,138.486,131.746,131.736,123.81,125.494,141.782,104.312,129.61,127.49,115.76,110.348,143.192,135.206,107.232,122.26,119.758,127.05,121.558,145.268,140.53,148.334,128.4,112.166,117.09,122.226,128.332,121.29
SOB_M_DC-14-15792-40-013,1,107.266,131.116,126.932,119.878,125.42,134.214,129.944,128.414,126.212,111.42,146.698,121.61,126.562,133.376,107.688,111.71,129.674,137.632,134.014,130.444,119.708,130.632,125.046,112.548,137.252,143.27,114.012,124.504,125.038,134.69,122.146,133.052
SOB_M_DC-14-15792-40-014,1,107.688,131.818,122.406,133.392,133.994,144.334,128.738,130.29,128.414,119.228,135.348,102.042,130.208,133.358,110.058,113.878,133.598,122.88,113.042,105.166,119.772,125.402,126.39,119.674,131.338,146.97,106.748,113.394,123.93,116.444,136.476,135.934
SOB_M_DC-14-16188-40-001,1,107.174,127.058,124.926,154.63,129.448,132.782,139.98,143.076,113.908,123.666,149.406,109.228,123.23,139.902,115.888,113.974,146.196,147.606,112.696,138.826,126.858,127.008,114.826,153.244,132.884,132.242,135.942,124.25,118.712,126.078,128.144,137.788
SOB_M_DC-14-16188-40-002,1,109.956,127.278,124.68,165.082,127.384,129.256,143.842,137.054,126.504,117.628,145.48,111.676,126.65,142.118,123.572,122.216,150.482,140.1,115.396,145.954,129.228,137.262,109.908,167.778,140.456,139.118,142.614,125.918,114.514,121.53,130.998,134.824
SOB_M_DC-14-16188-40-003,1,110.362,126.406,122.88,154.998,123.762,128.028,140.542,136.006,124.508,116.11,141.464,111.674,141.184,137.474,121.184,120.704,142.604,131.04,117.534,138.174,130.13,129.76,121.162,152.76,138.958,143.748,143.666,124.778,112.092,128.674,129.54,126.4
SOB_M_DC-14-16188-40-004,1,103.884,121.114,122.654,168.216,124.2,126.098,159.624,139.158,112.034,111.388,150.688,112.79,118.336,137.376,123.928,115.554,151.304,138.84,103.082,153.596,140.74,131.358,97.756,182.12,128.048,125.832,160.532,136.374,114.962,128.04,138.75,139.24
SOB_M_DC-14-16188-40-005,1,113.116,131.102,123.78,156.112,130.256,137.368,141.874,147.168,122.706,122.97,144.472,111.056,129.066,147.578,119.25,111.506,147.084,144.422,115.672,135.544,131.814,132.816,110.822,157.702,136.652,136.764,134.754,125.768,117.496,127.19,126.3,135.62
SOB_M_DC-14-16188-40-006,1,105.902,133.154,120.87,142.454,135.46,136.176,143.714,146.02,126.824,114.988,139.314,111.522,130.364,146.662,111.354,107.22,147.91,132.172,122.118,120.316,117.232,128.222,118.532,148.386,133.86,135.39,122.374,129.278,129.56,117.454,130.216,132.04
SOB_M_DC-14-16188-40-007,1,114.75,136.322,129.032,133.886,128.042,133.212,135.622,139.336,126.79,124.874,139.976,120.208,135.338,143.06,116.67,111.72,144.312,137.598,131.612,119.7,127.484,134.24,126.646,142.528,132.356,130.73,119.56,126.044,126.024,123.062,128.898,132.772
SOB_M_DC-14-16188-40-008,1,113.592,126.172,129.248,155.704,126.168,129.718,142.624,131.298,120.71,117.182,148.224,116.144,129.572,137.294,119.766,117.08,145.73,140.408,121.49,137.252,131.0,131.612,124.33,160.446,130.1,138.542,135.974,131.616,117.552,133.564,127.662,137.7
SOB_M_DC-14-16188-40-009,1,94.86,129.398,116.77,176.866,127.512,142.706,148.512,136.612,104.322,103.518,138.86,113.376,123.386,137.78,118.388,121.784,151.864,128.284,111.56,145.286,127.766,128.92,100.092,187.758,127.562,130.022,156.062,139.796,115.026,122.59,138.104,138.604
SOB_M_DC-14-16188-40-010,1,85.834,118.14,107.386,168.056,113.992,151.468,160.916,126.302,111.476,85.126,141.46,117.854,114.492,141.09,122.968,109.726,157.038,125.182,101.738,147.656,129.352,134.424,86.398,199.206,118.066,109.21,150.066,141.428,103.056,109.298,129.97,149.8
SOB_M_DC-14-16188-40-011,1,105.158,121.99,121.914,153.564,126.608,139.0,142.252,129.12,128.004,109.93,140.01,106.64,130.77,139.77,115.732,115.174,143.916,126.018,109.214,123.79,121.038,136.39,108.864,155.288,130.842,137.098,129.226,119.076,121.692,123.514,129.978,135.3
SOB_M_DC-14-16188-40-012,1,98.062,126.888,128.77,165.4,124.41,127.262,143.792,137.236,114.916,117.578,139.008,116.172,125.498,140.932,124.482,120.026,148.774,138.98,113.632,140.88,135.094,133.988,109.558,172.496,129.892,125.34,148.136,128.544,109.822,127.654,130.128,131.746
SOB_M_DC-14-16188-40-013,1,107.328,123.834,123.304,163.004,126.606,137.884,154.586,139.782,122.44,114.098,153.406,112.55,134.676,151.914,121.208,122.492,160.366,144.928,125.84,152.362,137.712,140.832,108.472,187.496,133.112,131.94,147.98,149.224,111.42,126.542,128.932,130.63
SOB_M_DC-14-16188-40-014,1,103.014,126.684,125.922,142.578,122.024,135.082,127.336,128.804,131.386,121.822,140.568,96.284,137.536,140.954,101.19,103.038,140.108,146.486,130.074,115.426,109.718,132.214,126.64,130.272,145.212,155.606,111.238,117.272,125.794,121.602,123.77,118.008
SOB_M_DC-14-16188-40-015,1,101.67,130.396,121.738,160.688,128.396,134.914,149.874,138.922,121.458,115.192,144.85,100.324,123.48,142.524,115.218,111.416,147.514,139.946,117.336,134.874,128.488,125.454,108.65,168.596,133.848,129.854,135.94,133.518,114.886,119.426,139.292,131.368
SOB_M_DC-14-16188-40-016,1,101.608,132.134,124.34,154.21,134.906,138.694,146.668,132.476,131.316,120.214,146.394,109.328,139.246,144.402,125.432,118.258,138.344,138.66,124.93,131.6,132.762,134.856,117.244,161.998,136.646,145.19,130.238,139.792,117.328,132.658,132.292,137.068
SOB_M_DC-14-16188-40-017,1,94.948,128.642,124.4,159.328,126.746,143.656,152.966,133.384,130.016,114.022,150.59,122.032,134.788,144.646,128.858,113.644,145.55,139.538,121.404,135.92,142.334,138.538,114.118,167.582,135.744,141.766,137.538,139.864,114.146,131.278,131.22,145.674
SOB_M_DC-14-16188-40-018,1,108.024,129.264,122.716,143.964,137.602,140.026,132.38,131.736,127.924,123.484,142.478,110.31,128.216,140.492,120.328,113.986,133.962,134.928,128.27,114.462,122.658,131.158,129.418,131.082,142.566,151.176,113.832,126.212,122.768,122.966,129.046,135.166
SOB_M_DC-14-16188-40-019,1,116.644,127.794,134.868,143.048,136.938,127.334,134.238,122.614,129.366,135.296,137.266,107.654,135.48,135.3,124.4,117.588,135.14,139.944,127.412,117.326,134.192,134.298,130.664,127.454,145.61,151.036,117.242,122.226,125.654,136.642,122.884,134.378
SOB_M_DC-14-16188-40-020,1,115.464,127.05,123.118,144.396,127.738,127.324,126.164,122.408,125.534,128.092,138.054,96.866,142.626,125.972,108.188,109.92,139.47,137.708,117.922,109.39,120.066,140.252,133.624,110.694,151.402,160.136,110.516,113.834,124.162,126.92,125.27,126.048
SOB_M_DC-14-16188-40-021,1,106.958,126.286,121.8,158.948,128.328,139.802,139.636,130.224,123.854,126.71,139.152,108.416,138.34,145.458,117.988,109.678,157.96,136.706,129.99,120.732,119.89,133.44,122.304,157.924,144.022,141.22,127.088,129.58,112.966,114.72,120.89,130.392
SOB_M_DC-14-16188-40-022,1,102.16,132.194,124.888,159.334,127.378,137.916,146.74,138.11,120.012,124.462,146.962,114.692,135.388,143.464,118.742,119.8,143.902,141.368,127.076,134.504,131.046,133.686,120.26,163.662,141.326,134.344,133.43,128.556,114.896,125.652,134.67,138.428
SOB_M_DC-14-16188-40-023,1,107.186,125.372,120.844,154.196,129.876,138.448,138.396,135.244,123.824,116.112,150.914,106.738,134.416,148.504,110.526,117.17,142.742,142.016,120.03,128.104,123.758,132.748,124.024,150.838,144.798,138.884,122.598,121.53,112.424,117.614,129.458,135.138
SOB_M_DC-14-16188-40-024,1,89.39756592292089,118.96957403651116,124.64300202839756,160.54158215010142,126.93103448275862,125.8133874239351,160.34077079107504,134.26774847870183,109.25354969574036,113.82758620689656,151.4340770791075,126.24137931034484,119.9817444219067,140.11156186612575,124.73022312373224,112.71399594320486,147.83772819472617,139.19269776876268,116.60649087221095,148.2292089249493,144.7789046653144,142.58012170385396,101.10344827586206,183.8316430020284,120.71196754563894,120.69371196754564,150.6206896551724,143.92292089249491,109.2839756592292,127.60446247464505,126.06085192697768,144.76470588235293
SOB_M_DC-14-16336-40-001,1,116.068,125.308,131.104,154.316,125.468,125.842,123.07,127.01,121.508,132.918,137.288,109.878,138.204,135.384,120.308,119.882,139.272,136.964,116.79,122.534,117.47,133.786,131.198,133.404,142.414,141.19,130.652,115.918,123.81,132.044,120.548,120.07
SOB_M_DC-14-16336-40-002,1,111.354,128.992,130.314,157.854,125.574,127.356,134.966,138.884,118.43,121.836,143.326,96.184,131.452,133.37,118.912,113.502,145.728,138.098,109.618,124.33,121.852,130.974,123.422,143.71,142.076,149.734,129.182,111.468,122.53,130.494,128.69,134.758
SOB_M_DC-14-16336-40-003,1,120.3,129.37,126.49,159.178,130.41,125.288,125.524,133.084,118.676,124.512,142.362,91.036,142.628,132.1,109.558,109.748,139.92,132.624,106.768,113.616,112.324,123.15,145.978,122.06,155.6,151.972,123.3,104.008,124.506,127.26,129.554,119.892
SOB_M_DC-14-16336-40-004,1,113.002,129.486,131.76,165.356,126.902,132.512,123.428,135.446,122.99,120.664,140.618,101.94,134.416,137.854,116.872,115.546,144.682,134.282,107.03,119.226,116.116,121.776,128.596,139.454,149.742,151.962,130.652,115.924,121.33,127.812,126.9,123.476
SOB_M_DC-14-16336-40-005,1,119.77,126.518,129.496,161.34,128.194,131.164,129.128,131.836,114.282,130.428,138.156,98.98,140.194,136.762,111.97,111.858,142.248,128.582,103.906,121.0,119.246,125.478,134.598,139.86,151.982,144.73,133.99,116.482,127.566,124.558,127.668,127.306
SOB_M_DC-14-16336-40-006,1,117.262,132.268,135.386,139.518,122.834,131.084,118.16,130.37,125.188,129.974,138.676,111.474,138.106,141.322,118.67,116.952,134.436,137.686,121.054,116.172,118.43,130.532,138.06,111.766,145.916,150.746,112.644,111.544,123.158,129.322,119.492,112.258
SOB_M_DC-14-16336-40-007,1,121.536,122.778,131.704,156.13,131.036,128.956,116.65,128.088,130.778,118.202,136.894,89.984,135.076,140.404,106.23,121.516,139.218,136.394,112.496,109.206,102.588,121.994,135.85,123.79,145.754,157.146,118.136,95.08,121.272,129.214,124.278,113.102
SOB_M_DC-14-16336-40-008,1,112.24,120.504,131.782,143.718,129.16,128.732,127.562,134.302,127.504,122.172,140.042,101.824,132.94,138.384,117.138,112.626,134.464,136.958,114.048,116.632,116.312,131.972,127.784,126.024,142.864,145.18,126.034,108.532,131.218,127.01,126.522,127.236
SOB_M_DC-14-16336-40-009,1,114.61,130.152,128.36,167.74,129.272,133.382,137.054,133.624,122.612,117.77,141.564,101.556,134.368,135.288,116.752,117.39,144.748,135.612,98.26,124.562,117.25,125.202,124.716,143.45,138.684,144.812,133.612,116.192,126.698,122.926,133.356,123.038
SOB_M_DC-14-16336-40-010,1,106.406,121.842,130.26,160.176,122.824,133.512,132.59,129.262,123.646,118.09,141.816,101.462,140.986,134.048,117.028,121.266,139.86,136.532,101.178,125.914,123.794,137.07,123.352,137.986,144.038,147.752,131.984,109.084,120.218,125.406,131.628,123.716
SOB_M_DC-14-16336-40-011,1,120.124,128.844,120.76,149.462,116.336,127.34,117.64,125.622,128.504,120.786,139.288,105.276,145.402,123.986,110.592,120.53,131.932,129.714,106.164,116.042,116.318,131.74,125.118,114.11,148.772,157.288,125.268,100.414,111.428,124.174,127.774,114.84
SOB_M_DC-14-16336-40-012,1,113.508,132.424,124.266,167.14,126.876,130.072,122.866,134.976,123.188,121.436,136.426,96.624,142.876,133.412,116.574,113.624,143.126,132.856,103.346,115.844,119.852,132.504,126.202,137.0,146.938,152.824,130.212,110.29,114.98,121.708,128.16,116.688
SOB_M_DC-14-16336-40-013,1,111.174,125.534,124.992,160.062,127.466,135.626,136.69,137.42,128.124,118.018,142.94,97.8,132.486,138.038,108.234,110.534,147.14,131.5,103.326,114.65,114.872,121.85,118.392,139.286,141.078,140.216,124.552,114.332,125.536,116.504,128.79,127.036
SOB_M_DC-14-16448-40-001,1,109.216,128.102,133.636,158.468,129.024,149.682,135.406,136.332,129.842,118.92,152.846,95.182,130.022,149.63,109.508,114.068,150.068,146.108,134.848,124.862,126.762,126.602,125.582,142.432,149.456,154.652,126.908,119.21,122.336,130.058,135.108,140.84
SOB_M_DC-14-16448-40-002,1,112.306,127.122,132.114,145.758,132.776,134.654,139.86,124.608,130.044,128.68,147.386,107.854,126.182,133.87,117.606,114.058,143.34,139.322,130.538,127.494,130.944,133.08,127.332,146.914,142.8,150.78,129.24,127.63,127.79,132.866,131.646,136.534
SOB_M_DC-14-16448-40-003,1,114.31,134.756,129.562,126.552,127.676,138.906,122.594,134.272,129.536,119.636,134.534,109.51,133.116,143.366,114.902,123.898,131.89,136.48,137.678,117.392,116.73,127.706,131.546,123.51,136.67,147.248,99.746,122.618,123.74,123.938,123.546,133.794
SOB_M_DC-14-16448-40-004,1,123.49,128.216,124.348,151.78,127.85,135.866,116.034,131.24,128.038,122.938,148.138,83.144,144.11,132.24,96.864,106.708,136.81,138.206,112.808,104.426,113.136,131.536,135.86,111.272,160.148,174.964,111.348,103.422,128.588,128.888,128.61,124.998
SOB_M_DC-14-16448-40-005,1,114.466,131.394,119.774,128.082,121.322,135.376,136.354,132.412,122.714,114.584,135.424,100.5,126.042,130.79,112.968,106.542,130.176,133.55,122.494,115.136,122.21,128.5,125.704,121.296,137.966,142.774,106.156,114.36,122.352,123.018,124.13,138.092
SOB_M_DC-14-16448-40-006,1,114.308,118.236,121.148,155.784,120.242,134.82,128.312,134.804,126.554,119.278,149.15,93.668,138.886,142.936,110.042,108.79,141.754,140.408,100.568,118.994,114.402,126.948,121.862,128.646,156.714,160.1,121.476,107.452,119.686,128.29,131.34,118.242
SOB_M_DC-14-16448-40-007,1,102.214,135.166,128.998,144.244,124.066,138.612,124.842,125.12,128.902,121.016,139.198,105.98,139.192,136.146,109.544,116.406,140.742,135.188,128.216,111.796,116.468,125.666,130.452,129.122,141.798,145.49,110.346,120.112,125.962,114.534,124.048,132.77
SOB_M_DC-14-16448-40-008,1,114.448,129.648,126.452,138.138,130.566,133.482,126.684,130.848,129.376,124.184,139.02,100.322,135.3,131.314,108.718,114.478,135.564,135.038,121.602,109.526,123.456,137.38,125.432,121.184,145.25,152.138,110.35,114.99,128.178,124.602,128.346,126.57
SOB_M_DC-14-16448-40-009,1,115.358,133.93,123.346,147.696,127.464,134.596,124.234,140.558,127.424,116.59,146.482,103.002,133.92,140.366,110.838,117.95,139.878,146.296,119.78,126.264,119.998,122.058,123.786,138.284,143.99,155.556,129.928,117.886,116.034,125.268,127.482,124.886
SOB_M_DC-14-16448-40-010,1,123.124,126.862,123.302,131.904,123.506,125.526,118.704,126.7,123.516,125.468,140.202,102.926,140.348,129.794,108.798,118.308,134.742,133.964,120.644,115.298,123.136,124.758,133.526,107.858,149.008,154.33,112.03,105.57,120.866,128.466,125.954,119.0
SOB_M_DC-14-16448-40-011,1,106.872,132.206,125.146,147.434,126.624,145.78,129.316,124.972,123.474,115.682,138.81,102.704,134.84,137.432,109.136,110.986,136.832,131.212,120.198,112.706,115.2,130.508,120.908,131.82,148.746,149.166,114.902,118.11,121.432,117.542,125.188,139.842
SOB_M_DC-14-16601-40-001,1,112.118,134.42,121.258,136.668,119.814,138.824,128.34,136.546,127.452,121.85,144.254,95.95,139.414,133.274,104.794,102.09,133.43,134.418,120.496,111.774,118.246,136.65,130.98,104.388,151.976,151.194,112.728,106.794,127.79,120.152,125.908,129.194
SOB_M_DC-14-16601-40-002,1,112.138,134.314,132.278,144.66,125.246,125.724,125.492,130.95,129.68,131.816,144.052,100.11,146.47,136.864,108.748,106.616,142.258,135.41,121.082,112.498,116.118,125.846,140.826,117.94,146.872,147.534,122.536,111.444,128.468,122.89,126.024,117.284
SOB_M_DC-14-16601-40-003,1,115.14,124.798,126.67,142.646,128.692,131.558,128.116,126.514,130.008,120.832,144.22,101.7,136.826,131.632,108.98,115.652,135.936,135.466,122.238,118.678,120.276,134.554,126.28,120.412,143.69,149.092,118.586,110.978,126.936,125.054,130.484,120.632
SOB_M_DC-14-16601-40-004,1,121.496,130.232,126.918,135.288,123.326,136.568,123.862,128.236,129.606,123.44,143.854,102.638,131.074,132.09,106.89,112.166,141.268,140.794,136.024,121.236,123.65,125.244,131.196,117.138,149.222,153.208,115.186,119.806,128.708,124.662,122.22,126.672
SOB_M_DC-14-16601-40-005,1,114.344,132.168,127.322,148.23,119.956,137.896,121.76,125.436,125.764,121.624,139.454,101.884,147.832,135.22,107.228,118.978,133.366,135.704,116.954,120.49,119.696,126.614,131.928,118.942,150.996,155.454,123.408,108.936,116.776,134.696,126.166,116.914
SOB_M_DC-14-16601-40-006,1,107.936,127.28,131.352,161.116,129.468,126.116,129.2,133.5,121.552,123.76,132.37,108.002,143.892,127.582,113.35,111.554,134.038,129.48,104.742,130.78,120.63,125.238,127.634,133.012,150.066,146.156,134.13,118.426,122.36,130.446,126.042,124.998
SOB_M_DC-14-16601-40-007,1,114.48,133.5,128.344,156.616,131.686,130.556,128.166,133.67,118.446,133.012,130.284,100.042,143.174,133.162,111.074,111.894,138.656,130.234,110.866,118.816,119.228,123.906,136.806,129.908,154.182,142.13,126.882,113.444,125.408,122.41,131.206,123.61
SOB_M_DC-14-16601-40-008,1,109.304,127.78,126.158,161.364,131.122,138.732,136.134,135.91,128.094,126.77,138.48,100.67,137.428,146.136,112.99,112.33,145.322,133.802,115.062,124.46,119.752,127.614,123.912,154.428,139.142,132.48,136.724,118.358,121.132,123.098,124.53,121.39
SOB_M_DC-14-16601-40-009,1,114.864,126.462,123.302,139.516,123.496,135.46,119.346,121.96,130.066,119.882,140.726,109.374,134.082,136.55,109.308,118.67,135.06,136.93,122.264,120.02,114.628,132.296,127.306,116.66,144.858,148.538,115.826,108.012,122.832,121.458,123.76,123.2
SOB_M_DC-14-16601-40-010,1,116.876,131.41,128.19,142.414,118.146,131.846,126.484,133.366,128.102,127.794,142.762,103.056,137.858,132.082,109.532,113.554,138.958,136.416,119.9,121.166,119.874,132.872,137.358,114.024,147.888,154.6,112.46,107.79,119.398,124.186,126.974,122.524
SOB_M_DC-14-16601-40-011,1,115.082,129.568,121.1,130.838,122.298,135.242,114.686,126.274,125.852,122.22,136.676,105.914,128.198,134.678,102.26,109.198,133.118,135.776,133.414,113.542,111.976,120.882,133.432,109.862,146.658,150.708,104.608,109.346,124.954,116.014,117.072,120.824
SOB_M_DC-14-16601-40-012,1,115.322,129.466,121.186,132.818,126.388,140.254,124.628,127.744,128.126,113.548,140.488,108.436,136.572,133.024,109.08,116.272,132.15,124.678,127.412,111.44,114.252,129.868,127.962,110.394,139.594,152.27,103.03,112.35,128.38,121.362,121.5,130.906
SOB_M_DC-14-16716-40-001,1,118.744,123.098,124.168,146.2,128.39,137.19,134.726,123.684,129.97,110.03,147.03,97.896,133.748,134.714,110.134,109.502,145.97,136.76,123.246,119.898,119.112,127.894,127.498,128.942,148.924,155.98,121.474,111.666,124.174,121.508,126.644,126.136
SOB_M_DC-14-16716-40-002,1,114.606,124.462,131.498,149.13,127.734,134.244,135.804,130.368,120.418,120.992,141.404,119.42,139.71,137.148,118.26,125.096,140.008,137.102,129.932,129.396,128.626,131.926,130.466,140.038,146.914,156.656,128.956,124.168,124.388,139.472,127.548,138.34
SOB_M_DC-14-16716-40-003,1,119.038,134.414,127.534,135.5,130.16,133.928,124.076,138.226,132.046,130.198,136.768,113.208,129.042,137.254,112.666,116.12,131.272,138.342,125.926,125.686,124.742,125.74,125.466,114.046,142.226,144.672,117.098,121.698,123.248,129.132,127.194,124.548
SOB_M_DC-14-16716-40-004,1,115.474,132.118,138.574,116.016,120.854,130.83,117.48,126.828,129.75,127.03,132.286,116.7,136.446,135.394,114.78,117.192,117.062,129.63,133.408,113.476,125.22,126.554,135.98,105.654,144.29,150.126,102.734,118.534,129.944,131.9,118.562,124.446
SOB_M_DC-14-16716-40-005,1,109.37,134.116,122.21,139.358,131.8,143.894,144.906,134.716,130.11,107.588,145.926,107.944,134.14,140.516,113.754,105.882,140.408,129.438,124.912,120.294,125.464,129.106,117.498,133.702,135.188,139.252,118.42,125.99,127.514,121.99,136.412,136.006
SOB_M_DC-14-16716-40-006,1,110.418,127.082,125.4,114.638,122.256,143.274,125.274,124.57,132.898,111.656,151.232,104.152,132.54,134.002,103.01,112.792,130.536,135.062,133.036,121.592,113.08,129.99,137.098,107.382,144.56,151.372,104.032,117.18,128.9,116.096,130.106,129.8
SOB_M_DC-14-16716-40-007,1,108.838,126.57,112.824,147.436,118.256,149.858,127.314,127.12,130.148,92.336,153.366,85.106,129.822,127.924,100.782,103.376,135.234,132.206,114.254,102.822,107.07,124.57,117.96,107.086,157.818,170.796,92.602,103.428,122.288,114.83,126.896,137.962
SOB_M_DC-14-16716-40-008,1,117.148,127.482,130.372,138.426,127.578,136.512,127.062,134.906,125.256,122.922,140.39,103.302,132.63,134.82,109.952,107.352,139.52,137.444,124.07,119.302,120.516,132.114,131.204,119.716,150.098,146.844,120.29,116.362,122.98,128.982,125.612,125.808
SOB_M_DC-14-16716-40-009,1,115.57,131.696,132.266,137.262,131.634,137.826,130.316,133.204,131.774,122.67,139.52,102.1,134.99,144.964,118.546,120.668,140.742,130.618,130.492,117.29,119.818,131.382,141.284,135.238,138.93,148.23,112.922,130.898,126.502,123.112,124.952,130.442
SOB_M_DC-14-16716-40-010,1,118.948,136.758,134.256,126.426,127.574,134.07,127.744,133.318,135.56,125.736,132.272,111.47,146.078,133.018,114.074,113.854,135.92,132.074,142.718,121.948,129.518,129.904,135.85,119.926,149.332,145.782,111.758,123.068,127.86,124.932,124.348,131.46
SOB_M_DC-14-16716-40-011,1,111.342,131.412,121.512,130.804,121.388,135.786,135.652,130.438,127.098,119.812,145.866,116.394,138.434,127.092,117.354,114.256,133.398,137.212,128.714,125.65,134.25,127.064,127.032,116.016,145.474,145.79,119.104,126.008,117.402,119.79,120.914,135.63
